CNT,CNTSCHID,CNTSTUID,RTML_mean,ESCS,ST011Q01TA,ST004D01T,ST001D01T,RATCMP1,RATCMP2,EDUSHORT
NOR,57800201.0,57800896.0,625.2887000000001,0.682,1.0,1.0,10.0,,1.0,0.1
NOR,57800040.0,57800897.0,373.6942,0.6845,1.0,2.0,10.0,1.0,1.0,-0.2376
NOR,57800078.0,57800898.0,506.5068,0.0694,1.0,2.0,10.0,1.56,1.0,-0.0672
NOR,57800029.0,57800899.0,536.2139999999999,0.7453,1.0,1.0,10.0,0.6557,1.0,1.3498
NOR,57800137.0,57800901.0,577.1731,0.9274,1.0,2.0,10.0,1.0,1.0,-0.113
NOR,57800166.0,57800902.0,465.1537,0.439,2.0,2.0,10.0,0.9244,1.0,0.1
NOR,57800174.0,57800903.0,336.47640000000007,0.621,1.0,1.0,10.0,1.0,1.0,-1.4212
NOR,57800054.0,57800904.0,502.6729,0.3404,1.0,1.0,10.0,1.0,1.0,-0.6884
NOR,57800195.0,57800905.0,411.1202,-0.3722,2.0,1.0,10.0,1.0,1.0,-0.2805
NOR,57800024.0,57800906.0,515.0156000000001,-0.0053,1.0,1.0,10.0,1.0101,1.0,-1.4212
NOR,57800250.0,57800907.0,497.4668,1.069,1.0,1.0,9.0,1.0,1.0,0.1
NOR,57800200.0,57800908.0,424.34490000000005,0.265,1.0,2.0,10.0,1.2963,1.0,-0.2376
NOR,57800244.0,57800909.0,470.80480000000006,0.4401,1.0,1.0,10.0,0.9231,0.9167,1.2478
NOR,57800241.0,57800911.0,655.8217999999999,1.1181,1.0,1.0,10.0,1.699,1.0,-0.2376
NOR,57800125.0,57800912.0,313.6283,1.0946,1.0,2.0,10.0,0.2727,1.0,0.265
NOR,57800023.0,57800913.0,382.7884,-1.6459,1.0,1.0,10.0,1.0,1.0,0.0574
NOR,57800088.0,57800915.0,475.6348,1.0837,1.0,1.0,10.0,0.5833,1.0,-0.6884
NOR,57800144.0,57800916.0,410.66850000000005,0.6127,2.0,2.0,10.0,1.625,1.0,-0.9432
NOR,57800017.0,57800918.0,465.51339999999993,1.2347,1.0,2.0,10.0,,,0.4292
NOR,57800053.0,57800920.0,303.9081,-1.351,2.0,2.0,10.0,1.0,1.0,0.1312
NOR,57800223.0,57800921.0,619.3783,0.6688,1.0,2.0,10.0,0.4478,1.0,0.8339
NOR,57800127.0,57800922.0,601.7968,0.9793,1.0,1.0,10.0,1.0,1.0,0.4591
NOR,57800094.0,57800924.0,412.88919999999996,-0.1692,1.0,1.0,10.0,1.0,1.0,1.2478
NOR,57800036.0,57800925.0,480.34610000000004,1.5913,1.0,2.0,10.0,1.0,1.0,-0.2376
NOR,57800004.0,57800926.0,614.1227999999999,0.6002,1.0,1.0,10.0,1.0667,1.0,0.1
NOR,57800113.0,57800927.0,379.3561,0.7904,1.0,1.0,10.0,1.3158,1.0,0.4292
NOR,57800158.0,57800928.0,480.43379999999996,-0.4033,1.0,2.0,10.0,1.0,1.0,0.4997
NOR,57800195.0,57800929.0,398.14930000000004,0.7596,1.0,2.0,10.0,1.0,1.0,-0.2805
NOR,57800004.0,57800932.0,617.9078,1.5368,1.0,2.0,10.0,1.0667,1.0,0.1
NOR,57800154.0,57800933.0,274.74080000000004,-1.1502,2.0,1.0,10.0,1.0959,1.0,-0.6483
NOR,57800219.0,57800934.0,435.75820000000004,0.6313,1.0,2.0,10.0,1.7391,1.0,0.6221
NOR,57800236.0,57800935.0,280.53200000000004,1.3563,1.0,1.0,10.0,1.0619,1.0,-1.4212
NOR,57800026.0,57800936.0,404.7348,0.8753,1.0,2.0,10.0,1.0,1.0,0.1
NOR,57800138.0,57800937.0,624.571,0.7172,1.0,1.0,10.0,1.0,1.0,0.8339
NOR,57800190.0,57800938.0,631.1192,1.7757,1.0,2.0,10.0,1.6667,1.0,-0.2376
NOR,57800056.0,57800941.0,600.7634,0.969,1.0,2.0,10.0,,1.0,1.2478
NOR,57800126.0,57800943.0,483.03190000000006,0.9569,1.0,1.0,10.0,0.5,1.0,0.1
NOR,57800045.0,57800944.0,536.2192,-0.512,1.0,1.0,10.0,1.0,1.0,-0.4562
NOR,57800015.0,57800945.0,587.6342999999999,1.3678,1.0,2.0,10.0,0.1271,1.0,1.0283
NOR,57800187.0,57800947.0,503.5598,-0.2088,1.0,1.0,10.0,1.0,1.0,0.1
NOR,57800212.0,57800948.0,552.8625,1.3038,1.0,1.0,10.0,1.0,1.0,-1.4212
NOR,57800162.0,57800950.0,455.78690000000006,0.3901,1.0,1.0,10.0,0.5634,1.0,1.7368
NOR,57800104.0,57800951.0,613.8218999999999,-0.2603,1.0,1.0,10.0,,,
NOR,57800082.0,57800952.0,393.65860000000004,-0.1664,1.0,1.0,10.0,1.0,1.0,1.0283
NOR,57800018.0,57800953.0,417.1236,-0.278,1.0,1.0,10.0,0.4348,1.0,0.8339
NOR,57800160.0,57800954.0,545.5298,0.9135,1.0,2.0,10.0,1.0,1.0,-1.4212
NOR,57800038.0,57800955.0,670.8709,1.6898,1.0,1.0,10.0,0.3636,1.0,0.8339
NOR,57800017.0,57800956.0,622.7148,1.6446,1.0,1.0,10.0,,,0.4292
NOR,57800003.0,57800957.0,429.7354,0.5335,1.0,2.0,10.0,0.3421,1.0,-0.0987
NOR,57800087.0,57800958.0,675.4316,1.2073,1.0,1.0,10.0,1.0,1.0,-0.6483
NOR,57800104.0,57800959.0,602.9714,0.5277,1.0,1.0,10.0,,,
NOR,57800087.0,57800961.0,674.6815999999999,0.4329,1.0,2.0,10.0,1.0,1.0,-0.6483
NOR,57800078.0,57800962.0,631.9023,0.6888,1.0,2.0,10.0,1.56,1.0,-0.0672
NOR,57800197.0,57800963.0,480.5041,0.2276,1.0,2.0,10.0,1.0,1.0,-1.4212
NOR,57800138.0,57800964.0,458.21220000000005,0.3533,2.0,2.0,10.0,1.0,1.0,0.8339
NOR,57800014.0,57800965.0,459.0261999999999,-0.7979,1.0,2.0,10.0,1.0,1.0,-0.9432
NOR,57800237.0,57800966.0,562.6526,0.5861,1.0,2.0,10.0,0.6667,1.0,0.1
NOR,57800106.0,57800967.0,485.4865,0.2142,1.0,2.0,10.0,1.0,1.0,-0.0672
NOR,57800183.0,57800968.0,602.1546000000001,0.5982,1.0,1.0,10.0,1.0,1.0,-1.4212
NOR,57800161.0,57800969.0,512.8484,-0.3181,2.0,2.0,10.0,0.4762,1.0,0.8339
NOR,57800081.0,57800970.0,438.05159999999995,0.4342,1.0,2.0,10.0,,,
NOR,57800177.0,57800971.0,522.984,-0.3807,1.0,2.0,10.0,1.0,1.0,-0.2376
NOR,57800137.0,57800972.0,420.64349999999996,1.394,1.0,2.0,10.0,1.0,1.0,-0.113
NOR,57800013.0,57800973.0,548.0976000000002,0.3728,1.0,1.0,10.0,1.0,1.0,0.1
NOR,57800215.0,57800976.0,542.6954,0.8009,1.0,1.0,10.0,1.0,1.0,0.7452
NOR,57800189.0,57800977.0,432.15340000000003,1.265,1.0,1.0,10.0,1.0,1.0,0.1
NOR,57800227.0,57800978.0,503.54080000000005,0.5578,1.0,1.0,10.0,1.0,1.0,0.4322
NOR,57800034.0,57800980.0,675.186,1.3567,1.0,2.0,10.0,1.0,1.0,0.2681
NOR,57800068.0,57800981.0,513.3176000000001,-0.9951,2.0,1.0,10.0,1.0,1.0,0.1
NOR,57800167.0,57800983.0,470.1166999999999,0.4948,1.0,2.0,10.0,1.0,1.0,-0.0703
NOR,57800241.0,57800984.0,497.01570000000004,1.0006,1.0,1.0,10.0,1.699,1.0,-0.2376
NOR,57800240.0,57800985.0,448.16140000000007,-0.4132,1.0,2.0,10.0,1.0784,1.0,1.2478
NOR,57800092.0,57800986.0,522.2654,1.4956,1.0,2.0,10.0,1.6,1.0,0.4621
NOR,57800221.0,57800987.0,454.0656000000001,0.4319,1.0,2.0,10.0,1.0,1.0,1.0283
NOR,57800252.0,57800988.0,573.0853,1.911,1.0,1.0,10.0,0.5208,1.0,-1.4212
NOR,57800057.0,57800989.0,626.7092,1.3025,1.0,1.0,10.0,0.5464,1.0,1.2048
NOR,57800221.0,57800990.0,528.5656,-0.2052,1.0,2.0,10.0,1.0,1.0,1.0283
NOR,57800157.0,57800992.0,573.8498,0.928,1.0,1.0,10.0,1.0,1.0,0.1
NOR,57800014.0,57800993.0,476.59,0.8779,1.0,2.0,10.0,1.0,1.0,-0.9432
NOR,57800099.0,57800994.0,485.9336,0.4126,1.0,1.0,10.0,1.0,1.0,0.7452
NOR,57800092.0,57800995.0,434.1678,0.9283,1.0,2.0,10.0,1.6,1.0,0.4621
NOR,57800052.0,57800996.0,607.6271,0.0181,1.0,2.0,10.0,1.0,1.0,-1.4212
NOR,57800198.0,57800997.0,502.60330000000005,0.8511,1.0,1.0,10.0,0.5747,1.0,0.1423
NOR,57800214.0,57800998.0,554.9213,0.8392,1.0,1.0,10.0,0.5,1.0,-1.4212
NOR,57800097.0,57800999.0,486.1442,0.8065,1.0,2.0,10.0,1.0,1.0,-0.6344
NOR,57800221.0,57801000.0,486.2909000000001,1.2011,1.0,2.0,10.0,1.0,1.0,1.0283
NOR,57800119.0,57801001.0,561.6149,0.3923,1.0,1.0,10.0,0.7407,1.0,1.4783
NOR,57800081.0,57801002.0,630.3241,0.3814,1.0,1.0,10.0,,,
NOR,57800052.0,57801004.0,474.87070000000006,0.6138,1.0,2.0,10.0,1.0,1.0,-1.4212
NOR,57800035.0,57801005.0,415.3609,1.8517,1.0,2.0,10.0,1.0,1.0,0.7889
NOR,57800048.0,57801008.0,461.3646,-0.159,1.0,2.0,10.0,1.0,1.0,-1.4212
NOR,57800060.0,57801009.0,634.2663999999999,0.6903,1.0,1.0,10.0,1.0,1.0,0.1
NOR,57800062.0,57801012.0,531.4956999999999,0.0496,1.0,1.0,10.0,1.0,1.0,0.1
NOR,57800197.0,57801014.0,647.4871999999999,0.1266,1.0,2.0,10.0,1.0,1.0,-1.4212
NOR,57800100.0,57801015.0,520.3014000000001,0.7027,1.0,1.0,10.0,0.3226,1.0,-0.6844
NOR,57800190.0,57801016.0,635.0781999999999,1.0122,1.0,1.0,10.0,1.6667,1.0,-0.2376
NOR,57800044.0,57801017.0,479.2263000000001,0.8381,1.0,2.0,10.0,0.3333,1.0,1.0283
NOR,57800213.0,57801018.0,712.2307,1.4623,1.0,1.0,10.0,1.0,1.0,0.8339
NOR,57800183.0,57801019.0,376.9021000000001,1.5465,1.0,1.0,10.0,1.0,1.0,-1.4212
NOR,57800203.0,57801020.0,629.3806,0.9926,1.0,1.0,10.0,1.3333,1.0,-1.4212
NOR,57800141.0,57801021.0,615.1976999999999,1.8255,1.0,1.0,10.0,0.7453,1.0,1.2521
NOR,57800044.0,57801022.0,516.2648999999999,0.8125,1.0,2.0,10.0,0.3333,1.0,1.0283
NOR,57800117.0,57801023.0,581.3155999999999,1.2943,1.0,1.0,10.0,1.0,1.0,-0.4526
NOR,57800064.0,57801024.0,485.0068,-0.2536,1.0,2.0,10.0,1.0,1.0,-0.2376
NOR,57800011.0,57801025.0,457.225,0.1414,1.0,2.0,10.0,0.6897,1.0,0.0574
NOR,57800215.0,57801026.0,579.2573,1.3107,1.0,1.0,10.0,1.0,1.0,0.7452
NOR,57800152.0,57801027.0,626.068,1.3119,1.0,1.0,10.0,1.0,1.0,-0.4526
NOR,57800099.0,57801032.0,369.07899999999995,0.5294,1.0,1.0,10.0,1.0,1.0,0.7452
NOR,57800050.0,57801033.0,324.044,0.1772,1.0,1.0,10.0,1.0,1.0,-0.6483
NOR,57800153.0,57801034.0,530.8422999999999,1.6751,1.0,2.0,10.0,0.5556,1.0,0.8339
NOR,57800231.0,57801035.0,523.7799,0.1668,1.0,2.0,10.0,0.3704,1.0,0.8339
NOR,57800137.0,57801036.0,583.3828,0.9545,2.0,1.0,10.0,1.0,1.0,-0.113
NOR,57800059.0,57801037.0,416.725,1.3796,1.0,2.0,10.0,4.7619,1.0,-1.4212
NOR,57800233.0,57801038.0,577.2027999999999,0.6973,1.0,1.0,10.0,1.0,1.0,-1.4212
NOR,57800084.0,57801039.0,376.6629,2.4305,1.0,2.0,10.0,0.5,1.0,0.8006
NOR,57800209.0,57801040.0,569.0427000000001,0.419,1.0,2.0,10.0,1.0,1.0,0.4292
NOR,57800121.0,57801041.0,576.7005999999999,1.6296,1.0,1.0,10.0,1.0,1.0,-1.4212
NOR,57800162.0,57801042.0,508.77979999999997,0.8702,1.0,1.0,10.0,0.5634,1.0,1.7368
NOR,57800074.0,57801043.0,566.4662999999999,0.572,1.0,1.0,10.0,1.0,1.0,0.1
NOR,57800250.0,57801045.0,292.74480000000005,0.4713,1.0,2.0,10.0,1.0,1.0,0.1
NOR,57800092.0,57801046.0,556.2735,1.4322,1.0,1.0,10.0,1.6,1.0,0.4621
NOR,57800213.0,57801047.0,604.4219,0.0182,1.0,1.0,10.0,1.0,1.0,0.8339
NOR,57800163.0,57801050.0,465.09349999999995,1.0899,1.0,2.0,10.0,1.0,1.0,-0.4907
NOR,57800078.0,57801051.0,473.60159999999996,-0.1923,1.0,2.0,10.0,1.56,1.0,-0.0672
NOR,57800221.0,57801052.0,451.68859999999995,0.2747,1.0,1.0,10.0,1.0,1.0,1.0283
NOR,57800153.0,57801053.0,370.3895999999999,-0.9204,1.0,2.0,10.0,0.5556,1.0,0.8339
NOR,57800141.0,57801055.0,625.3590999999999,1.5697,1.0,2.0,10.0,0.7453,1.0,1.2521
NOR,57800092.0,57801056.0,625.3229,0.341,1.0,1.0,10.0,1.6,1.0,0.4621
NOR,57800250.0,57801057.0,489.1483,-0.3835,1.0,1.0,10.0,1.0,1.0,0.1
NOR,57800244.0,57801058.0,570.2951,0.4556,1.0,2.0,10.0,0.9231,0.9167,1.2478
NOR,57800224.0,57801059.0,565.8136999999999,0.903,1.0,2.0,10.0,1.0,1.0,0.1
NOR,57800221.0,57801060.0,596.5106,0.437,1.0,1.0,10.0,1.0,1.0,1.0283
NOR,57800206.0,57801061.0,426.25380000000007,-0.1695,1.0,2.0,10.0,1.3309,1.0,1.2478
NOR,57800026.0,57801062.0,389.88719999999995,1.448,1.0,1.0,10.0,1.0,1.0,0.1
NOR,57800121.0,57801063.0,605.7273,0.8959,1.0,2.0,10.0,1.0,1.0,-1.4212
NOR,57800191.0,57801064.0,437.9836,-0.1232,1.0,2.0,10.0,0.8163,1.0,0.1312
NOR,57800095.0,57801065.0,552.6454,0.7383,1.0,1.0,10.0,0.6,1.0,0.1
NOR,57800104.0,57801066.0,447.3919000000001,0.507,2.0,1.0,10.0,,,
NOR,57800010.0,57801068.0,541.0157,1.041,1.0,2.0,10.0,0.2273,1.0,2.1861
NOR,57800223.0,57801069.0,585.3313,1.2958,1.0,1.0,10.0,0.4478,1.0,0.8339
NOR,57800032.0,57801070.0,445.03999999999996,0.4143,1.0,2.0,10.0,1.0,1.0,-0.6483
NOR,57800173.0,57801071.0,491.8325999999999,-0.2844,1.0,1.0,10.0,1.0,1.0,-1.4212
NOR,57800164.0,57801073.0,580.2672,1.351,1.0,1.0,10.0,1.2048,1.0,0.0574
NOR,57800222.0,57801074.0,242.8297,0.1669,1.0,2.0,10.0,0.3061,1.0,-0.2376
NOR,57800160.0,57801075.0,516.2558,0.1502,1.0,1.0,10.0,1.0,1.0,-1.4212
NOR,57800242.0,57801077.0,600.2850000000001,0.571,1.0,2.0,10.0,1.0,1.0,0.1
NOR,57800164.0,57801078.0,585.6233,1.4269,,1.0,10.0,1.2048,1.0,0.0574
NOR,57800176.0,57801079.0,282.60419999999993,0.1014,1.0,2.0,10.0,1.0,1.0,0.4292
NOR,57800020.0,57801080.0,654.1682999999999,1.2906,1.0,1.0,10.0,1.2333,0.9459,-1.4212
NOR,57800111.0,57801081.0,513.4633,-0.3125,1.0,1.0,10.0,1.0,1.0,0.1
NOR,57800125.0,57801082.0,222.8859,0.2261,1.0,2.0,10.0,0.2727,1.0,0.265
NOR,57800189.0,57801083.0,404.50519999999995,0.1352,1.0,1.0,10.0,1.0,1.0,0.1
NOR,57800015.0,57801084.0,570.182,1.1755,1.0,2.0,10.0,0.1271,1.0,1.0283
NOR,57800198.0,57801086.0,485.945,-0.8763,1.0,2.0,10.0,0.5747,1.0,0.1423
NOR,57800167.0,57801088.0,475.1017,-0.6623,1.0,1.0,10.0,1.0,1.0,-0.0703
NOR,57800201.0,57801089.0,642.7843999999999,1.396,1.0,1.0,10.0,,1.0,0.1
NOR,57800177.0,57801090.0,420.4767,1.2193,1.0,1.0,10.0,1.0,1.0,-0.2376
NOR,57800024.0,57801092.0,541.0971,0.3272,1.0,1.0,10.0,1.0101,1.0,-1.4212
NOR,57800181.0,57801093.0,537.0360000000001,0.2872,2.0,2.0,10.0,0.4545,1.0,-1.4212
NOR,57800184.0,57801094.0,426.88689999999997,1.0712,1.0,2.0,10.0,1.0,1.0,1.0245
NOR,57800118.0,57801096.0,396.5241,-0.4021,1.0,1.0,10.0,1.0,1.0,-0.0672
NOR,57800162.0,57801098.0,424.85749999999996,1.2233,1.0,1.0,10.0,0.5634,1.0,1.7368
NOR,57800149.0,57801099.0,442.64300000000003,0.0919,1.0,1.0,10.0,,,
NOR,57800135.0,57801100.0,577.5389000000001,0.857,1.0,1.0,10.0,4.6154,1.0,-0.6884
NOR,57800057.0,57801101.0,375.9331,0.1638,1.0,2.0,10.0,0.5464,1.0,1.2048
NOR,57800108.0,57801103.0,677.9046000000001,-0.0002,1.0,2.0,10.0,,,
NOR,57800214.0,57801104.0,502.24210000000005,-2.7,1.0,1.0,10.0,0.5,1.0,-1.4212
NOR,57800226.0,57801105.0,519.7076,1.092,1.0,1.0,10.0,0.4762,1.0,0.7889
NOR,57800094.0,57801106.0,710.4802999999999,1.2692,1.0,1.0,10.0,1.0,1.0,1.2478
NOR,57800117.0,57801107.0,594.2851,0.3423,1.0,1.0,10.0,1.0,1.0,-0.4526
NOR,57800213.0,57801108.0,429.99260000000004,1.0353,1.0,2.0,10.0,1.0,1.0,0.8339
NOR,57800149.0,57801109.0,529.3594999999999,-0.0097,1.0,1.0,10.0,,,
NOR,57800021.0,57801110.0,481.7192999999999,0.7167,1.0,2.0,10.0,1.0,1.0,0.0574
NOR,57800044.0,57801113.0,583.2687,0.8801,1.0,2.0,10.0,0.3333,1.0,1.0283
NOR,57800113.0,57801114.0,561.2278000000001,1.1097,1.0,2.0,10.0,1.3158,1.0,0.4292
NOR,57800014.0,57801115.0,378.9366,-0.0956,1.0,2.0,10.0,1.0,1.0,-0.9432
NOR,57800002.0,57801116.0,574.0102999999999,0.1421,2.0,1.0,10.0,1.0,1.0,0.6221
NOR,57800071.0,57801117.0,508.97839999999985,0.5989,1.0,1.0,10.0,0.3846,1.0,1.7368
NOR,57800055.0,57801118.0,435.48670000000004,-1.5868,1.0,2.0,10.0,1.0,1.0,-1.4212
NOR,57800144.0,57801119.0,387.45829999999995,1.5646,1.0,1.0,10.0,1.625,1.0,-0.9432
NOR,57800101.0,57801120.0,527.2084000000001,1.1313,1.0,2.0,10.0,0.4615,1.0,0.6606
NOR,57800012.0,57801122.0,481.00010000000003,1.1427,1.0,2.0,10.0,0.5435,1.0,0.1
NOR,57800075.0,57801123.0,598.5032000000001,1.4046,1.0,2.0,10.0,1.0,1.0,0.1312
NOR,57800016.0,57801124.0,708.0239,1.4978,1.0,1.0,10.0,0.5072,1.0,-1.4212
NOR,57800098.0,57801128.0,336.24830000000003,0.1699,1.0,2.0,10.0,1.0,1.0,0.4292
NOR,57800198.0,57801129.0,513.4462,0.9963,1.0,2.0,10.0,0.5747,1.0,0.1423
NOR,57800147.0,57801130.0,624.1982999999999,1.3297,,2.0,10.0,1.0,1.0,-1.4212
NOR,57800024.0,57801131.0,547.0833999999999,0.9792,1.0,1.0,10.0,1.0101,1.0,-1.4212
NOR,57800026.0,57801132.0,385.7848,-3.1193,1.0,2.0,10.0,1.0,1.0,0.1
NOR,57800127.0,57801134.0,633.8547000000001,0.7524,1.0,2.0,10.0,1.0,1.0,0.4591
NOR,57800232.0,57801135.0,505.67050000000006,-0.4072,1.0,2.0,10.0,1.1842,1.0,-0.6884
NOR,57800251.0,57801136.0,552.551,-0.4308,1.0,2.0,10.0,0.9346,0.8,0.1312
NOR,57800056.0,57801139.0,533.7256,-0.2352,1.0,1.0,10.0,,1.0,1.2478
NOR,57800086.0,57801140.0,391.9248,0.4163,1.0,2.0,10.0,0.3896,1.0,0.6635
NOR,57800041.0,57801141.0,544.7356000000001,1.2157,1.0,2.0,10.0,,,0.1
NOR,57800136.0,57801142.0,593.4003,1.2779,1.0,2.0,10.0,0.4902,1.0,0.4997
NOR,57800072.0,57801143.0,493.40610000000004,0.2098,1.0,2.0,10.0,1.0,1.0,-0.2376
NOR,57800143.0,57801144.0,527.0588999999999,-0.5162,1.0,1.0,10.0,1.0,1.0,-1.4212
NOR,57800102.0,57801145.0,516.4648,0.5801,1.0,2.0,10.0,1.0,1.0,-0.4526
NOR,57800197.0,57801146.0,275.1119,1.3153,1.0,2.0,10.0,1.0,1.0,-1.4212
NOR,57800082.0,57801147.0,470.70140000000004,1.3934,1.0,2.0,10.0,1.0,1.0,1.0283
NOR,57800142.0,57801149.0,675.8967,1.5527,1.0,1.0,10.0,0.8726,1.0,0.6606
NOR,57800105.0,57801150.0,400.0478,0.2746,1.0,1.0,10.0,1.0,1.0,0.1423
NOR,57800175.0,57801151.0,446.00769999999994,1.211,1.0,2.0,10.0,1.0274,1.0,-1.4212
NOR,57800248.0,57801153.0,590.1265,0.8007,1.0,2.0,10.0,1.2195,1.0,-0.2376
NOR,57800196.0,57801155.0,298.61289999999997,0.3213,1.0,2.0,10.0,1.2295,0.8133,0.2681
NOR,57800148.0,57801159.0,466.68059999999997,1.2382,1.0,2.0,10.0,1.0,1.0,0.4997
NOR,57800027.0,57801161.0,356.912,0.2597,1.0,1.0,10.0,0.3049,1.0,0.6221
NOR,57800203.0,57801162.0,538.9992,0.7003,1.0,1.0,10.0,1.3333,1.0,-1.4212
NOR,57800040.0,57801163.0,373.13070000000005,0.5126,1.0,1.0,10.0,1.0,1.0,-0.2376
NOR,57800223.0,57801164.0,466.02879999999993,0.1656,1.0,1.0,10.0,0.4478,1.0,0.8339
NOR,57800102.0,57801166.0,578.1220999999999,1.5437,1.0,1.0,10.0,1.0,1.0,-0.4526
NOR,57800080.0,57801167.0,488.0586,0.9159,1.0,2.0,10.0,1.0,1.0,-1.4212
NOR,57800052.0,57801168.0,454.00790000000006,-1.4224,1.0,1.0,10.0,1.0,1.0,-1.4212
NOR,57800147.0,57801169.0,596.9150999999999,-0.323,1.0,2.0,10.0,1.0,1.0,-1.4212
NOR,57800207.0,57801170.0,412.37790000000007,-1.5727,2.0,2.0,10.0,1.0,1.0,0.8339
NOR,57800051.0,57801171.0,534.719,1.4833,1.0,2.0,10.0,1.0,1.0,0.0574
NOR,57800239.0,57801172.0,627.4151,1.4598,1.0,1.0,10.0,1.0,1.0,0.4292
NOR,57800251.0,57801174.0,388.4659,0.8685,1.0,2.0,10.0,0.9346,0.8,0.1312
NOR,57800206.0,57801175.0,712.3724000000001,1.0811,1.0,1.0,10.0,1.3309,1.0,1.2478
NOR,57800045.0,57801177.0,396.66900000000004,0.6204,1.0,1.0,10.0,1.0,1.0,-0.4562
NOR,57800184.0,57801179.0,583.6512,-0.8631,1.0,1.0,10.0,1.0,1.0,1.0245
NOR,57800147.0,57801181.0,644.1936,0.657,1.0,2.0,10.0,1.0,1.0,-1.4212
NOR,57800070.0,57801182.0,544.3102,1.4546,1.0,2.0,10.0,1.0,1.0,1.2478
NOR,57800115.0,57801183.0,513.1831,1.0564,1.0,2.0,10.0,1.625,1.0,0.1
NOR,57800050.0,57801185.0,565.1699,0.8832,1.0,1.0,10.0,1.0,1.0,-0.6483
NOR,57800028.0,57801186.0,616.7090000000001,1.4604,1.0,1.0,10.0,0.8021,1.0,-1.4212
NOR,57800087.0,57801187.0,487.3744,0.81,1.0,2.0,10.0,1.0,1.0,-0.6483
NOR,57800236.0,57801188.0,531.0551,-0.0991,1.0,2.0,10.0,1.0619,1.0,-1.4212
NOR,57800106.0,57801189.0,575.9005999999999,0.8758,1.0,2.0,10.0,1.0,1.0,-0.0672
NOR,57800187.0,57801190.0,630.2538000000001,0.9365,1.0,1.0,10.0,1.0,1.0,0.1
NOR,57800118.0,57801191.0,378.8417,-0.8102,2.0,1.0,9.0,1.0,1.0,-0.0672
NOR,57800054.0,57801192.0,612.0839,1.5246,1.0,1.0,10.0,1.0,1.0,-0.6884
NOR,57800030.0,57801193.0,518.6964999999999,0.9787,,2.0,10.0,1.4935,1.0,0.4292
NOR,57800248.0,57801195.0,595.3932000000001,0.3983,1.0,2.0,10.0,1.2195,1.0,-0.2376
NOR,57800016.0,57801196.0,556.9465,0.9072,1.0,1.0,10.0,0.5072,1.0,-1.4212
NOR,57800059.0,57801198.0,476.11139999999995,-0.6453,1.0,1.0,10.0,4.7619,1.0,-1.4212
NOR,57800243.0,57801199.0,391.7605,0.0807,2.0,1.0,10.0,1.0,1.0,0.4292
NOR,57800189.0,57801200.0,638.9308,0.4009,2.0,2.0,10.0,1.0,1.0,0.1
NOR,57800147.0,57801201.0,632.1897999999999,1.5809,1.0,2.0,10.0,1.0,1.0,-1.4212
NOR,57800216.0,57801202.0,447.10119999999995,-1.4772,1.0,1.0,10.0,1.0,1.0,-0.3123
NOR,57800083.0,57801203.0,272.46410000000003,-0.4725,1.0,1.0,10.0,1.0,1.0,0.8339
NOR,57800039.0,57801204.0,508.60069999999996,0.8639,1.0,2.0,10.0,,,
NOR,57800144.0,57801205.0,601.6803000000002,1.6376,1.0,1.0,10.0,1.625,1.0,-0.9432
NOR,57800074.0,57801206.0,623.0225,0.8338,1.0,1.0,10.0,1.0,1.0,0.1
NOR,57800102.0,57801208.0,592.795,1.7282,1.0,1.0,10.0,1.0,1.0,-0.4526
NOR,57800050.0,57801209.0,605.6022,0.1063,1.0,1.0,10.0,1.0,1.0,-0.6483
NOR,57800077.0,57801210.0,495.10479999999995,0.2927,1.0,2.0,10.0,0.431,1.0,0.0574
NOR,57800210.0,57801211.0,478.5604,-0.0118,1.0,2.0,10.0,1.0,1.0,-1.4212
NOR,57800089.0,57801212.0,630.0491,-0.0782,1.0,1.0,10.0,1.0417,1.0,1.6863
NOR,57800066.0,57801214.0,495.40860000000004,0.6422,1.0,1.0,10.0,1.1316,1.0,-1.4212
NOR,57800170.0,57801215.0,300.2963000000001,1.2568,1.0,2.0,10.0,1.0345,1.0,0.1
NOR,57800148.0,57801216.0,516.6559999999998,1.4532,1.0,2.0,10.0,1.0,1.0,0.4997
NOR,57800119.0,57801217.0,612.6402,1.1929,1.0,2.0,10.0,0.7407,1.0,1.4783
NOR,57800085.0,57801219.0,435.8005,0.1124,2.0,1.0,10.0,0.48,1.0,0.5886
NOR,57800250.0,57801220.0,392.3821,-0.8889,1.0,2.0,10.0,1.0,1.0,0.1
NOR,57800250.0,57801221.0,407.5804,0.8204,1.0,1.0,10.0,1.0,1.0,0.1
NOR,57800209.0,57801222.0,480.40780000000007,0.6171,1.0,1.0,10.0,1.0,1.0,0.4292
NOR,57800188.0,57801223.0,593.7099999999999,0.753,1.0,1.0,10.0,10.7222,0.0933,0.265
NOR,57800111.0,57801225.0,546.2624,1.067,1.0,2.0,10.0,1.0,1.0,0.1
NOR,57800148.0,57801226.0,235.77539999999993,-1.217,1.0,2.0,10.0,1.0,1.0,0.4997
NOR,57800086.0,57801227.0,390.602,0.2184,1.0,1.0,10.0,0.3896,1.0,0.6635
NOR,57800228.0,57801228.0,621.9196000000001,1.4883,1.0,1.0,10.0,1.0,1.0,-0.3123
NOR,57800152.0,57801229.0,518.413,0.9747,1.0,1.0,10.0,1.0,1.0,-0.4526
