CNT,CNTSCHID,CNTSTUID,RTML_mean,ESCS,ST011Q01TA,ST004D01T,ST001D01T,RATCMP1,RATCMP2,EDUSHORT
NOR,57800174.0,57804048.0,519.3621999999999,1.2852,2.0,1.0,10.0,1.0,1.0,-1.4212
NOR,57800067.0,57804049.0,447.9243,-0.3539,1.0,2.0,10.0,1.0,1.0,-0.6483
NOR,57800030.0,57804050.0,359.47479999999996,1.1262,1.0,2.0,10.0,1.4935,1.0,0.4292
NOR,57800187.0,57804051.0,520.2535999999999,-0.5814,1.0,1.0,10.0,1.0,1.0,0.1
NOR,57800078.0,57804052.0,601.9574,1.3445,1.0,1.0,10.0,1.56,1.0,-0.0672
NOR,57800196.0,57804053.0,470.2723,-0.4367,1.0,1.0,10.0,1.2295,0.8133,0.2681
NOR,57800038.0,57804054.0,551.9099,0.6547,1.0,2.0,10.0,0.3636,1.0,0.8339
NOR,57800136.0,57804057.0,568.9333000000001,-0.4248,1.0,1.0,10.0,0.4902,1.0,0.4997
NOR,57800065.0,57804058.0,641.4678,1.3931,1.0,1.0,10.0,0.5263,1.0,0.4591
NOR,57800205.0,57804059.0,474.3125999999999,0.331,1.0,1.0,10.0,1.0,1.0,0.7889
NOR,57800225.0,57804060.0,424.44620000000003,1.3501,1.0,2.0,10.0,1.0,1.0,0.1
NOR,57800011.0,57804061.0,296.828,0.6067,1.0,2.0,10.0,0.6897,1.0,0.0574
NOR,57800232.0,57804062.0,512.3559000000001,0.1271,1.0,1.0,10.0,1.1842,1.0,-0.6884
NOR,57800080.0,57804063.0,437.64529999999996,-0.3147,1.0,1.0,10.0,1.0,1.0,-1.4212
NOR,57800155.0,57804064.0,495.1321,-0.7023,1.0,1.0,10.0,0.7921,1.0,-1.4212
NOR,57800049.0,57804065.0,540.6659999999999,-0.3467,1.0,1.0,10.0,1.5,1.0,-1.4212
NOR,57800231.0,57804066.0,456.6916,0.6963,1.0,1.0,10.0,0.3704,1.0,0.8339
NOR,57800182.0,57804067.0,578.7372,0.2964,1.0,2.0,10.0,1.0,1.0,1.0245
NOR,57800221.0,57804069.0,473.87630000000007,0.3335,1.0,2.0,10.0,1.0,1.0,1.0283
NOR,57800200.0,57804070.0,569.3327,0.953,1.0,1.0,10.0,1.2963,1.0,-0.2376
NOR,57800244.0,57804071.0,513.4407,-0.2719,1.0,2.0,10.0,0.9231,0.9167,1.2478
NOR,57800179.0,57804072.0,532.8035,1.538,1.0,1.0,10.0,1.0,1.0,-0.2376
NOR,57800081.0,57804073.0,466.4331,-0.392,1.0,2.0,10.0,,,
NOR,57800052.0,57804074.0,585.1811,0.1773,1.0,1.0,10.0,1.0,1.0,-1.4212
NOR,57800121.0,57804075.0,398.06860000000006,1.3886,2.0,2.0,10.0,1.0,1.0,-1.4212
NOR,57800029.0,57804076.0,539.0093999999999,0.6917,1.0,1.0,10.0,0.6557,1.0,1.3498
NOR,57800034.0,57804077.0,622.3108,1.2278,1.0,1.0,10.0,1.0,1.0,0.2681
NOR,57800155.0,57804078.0,459.1402999999999,1.2336,1.0,2.0,10.0,0.7921,1.0,-1.4212
NOR,57800129.0,57804079.0,481.71840000000003,1.2542,1.0,1.0,10.0,0.4854,1.0,-1.4212
NOR,57800065.0,57804080.0,258.8415,0.094,2.0,2.0,10.0,0.5263,1.0,0.4591
NOR,57800163.0,57804081.0,516.714,0.4486,1.0,2.0,10.0,1.0,1.0,-0.4907
NOR,57800089.0,57804083.0,526.7015,0.9114,1.0,2.0,10.0,1.0417,1.0,1.6863
NOR,57800041.0,57804084.0,527.3249000000001,-0.9128,1.0,2.0,10.0,,,0.1
NOR,57800120.0,57804085.0,524.8794,0.8625,1.0,1.0,10.0,1.1111,1.0,-1.4212
NOR,57800130.0,57804086.0,451.3903,1.2574,1.0,1.0,10.0,1.0,1.0,1.2478
NOR,57800135.0,57804087.0,416.4054,0.8143,1.0,2.0,10.0,4.6154,1.0,-0.6884
NOR,57800123.0,57804089.0,360.5543,0.6937,1.0,1.0,10.0,1.0,1.0,-0.2805
NOR,57800034.0,57804090.0,649.6086,0.7448,1.0,2.0,10.0,1.0,1.0,0.2681
NOR,57800109.0,57804091.0,574.0722000000001,0.625,1.0,1.0,10.0,0.6122,1.0,-1.4212
NOR,57800023.0,57804092.0,533.9361,0.4958,1.0,2.0,10.0,1.0,1.0,0.0574
NOR,57800097.0,57804094.0,401.5141,0.7195,1.0,1.0,10.0,1.0,1.0,-0.6344
NOR,57800074.0,57804095.0,434.0383,0.3121,1.0,2.0,10.0,1.0,1.0,0.1
NOR,57800076.0,57804096.0,523.4048,1.0426,1.0,1.0,10.0,1.0,1.0,1.2002
NOR,57800024.0,57804097.0,625.2524000000001,1.6643,1.0,1.0,10.0,1.0101,1.0,-1.4212
NOR,57800016.0,57804100.0,518.3244,1.4126,1.0,2.0,10.0,0.5072,1.0,-1.4212
NOR,57800056.0,57804101.0,517.7299,0.9313,1.0,2.0,10.0,,1.0,1.2478
NOR,57800252.0,57804102.0,499.3995000000001,0.4986,1.0,1.0,10.0,0.5208,1.0,-1.4212
NOR,57800023.0,57804103.0,310.7987,-2.1483,1.0,2.0,10.0,1.0,1.0,0.0574
NOR,57800169.0,57804104.0,500.35029999999995,-0.4566,1.0,1.0,10.0,1.1194,1.0,-0.4526
NOR,57800057.0,57804106.0,432.31539999999995,-1.0197,1.0,1.0,10.0,0.5464,1.0,1.2048
NOR,57800231.0,57804107.0,582.8327999999999,0.2082,1.0,2.0,10.0,0.3704,1.0,0.8339
NOR,57800148.0,57804108.0,585.8491999999999,1.031,1.0,2.0,10.0,1.0,1.0,0.4997
NOR,57800170.0,57804109.0,527.4875999999999,1.2795,1.0,1.0,10.0,1.0345,1.0,0.1
NOR,57800140.0,57804110.0,618.6515,1.6891,1.0,1.0,10.0,1.3333,1.0,-1.4212
NOR,57800021.0,57804111.0,559.4271,-0.0181,1.0,1.0,10.0,1.0,1.0,0.0574
NOR,57800088.0,57804112.0,490.8026,1.0445,1.0,1.0,10.0,0.5833,1.0,-0.6884
NOR,57800247.0,57804113.0,445.01930000000004,-0.2414,1.0,1.0,10.0,0.5405,1.0,0.1
NOR,57800046.0,57804114.0,517.9428,-0.69,1.0,1.0,10.0,1.875,1.0,0.4591
NOR,57800164.0,57804115.0,688.1787,1.3891,1.0,1.0,10.0,1.2048,1.0,0.0574
NOR,57800035.0,57804117.0,444.8992,0.5891,1.0,2.0,10.0,1.0,1.0,0.7889
NOR,57800221.0,57804118.0,569.2104000000002,-0.0478,1.0,1.0,10.0,1.0,1.0,1.0283
NOR,57800228.0,57804119.0,709.6819,1.6458,1.0,2.0,10.0,1.0,1.0,-0.3123
NOR,57800096.0,57804120.0,422.4318999999999,0.578,1.0,2.0,10.0,0.431,1.0,0.2986
NOR,57800098.0,57804121.0,469.3101,0.4043,1.0,1.0,10.0,1.0,1.0,0.4292
NOR,57800044.0,57804122.0,377.9225,0.6318,1.0,2.0,10.0,0.3333,1.0,1.0283
NOR,57800176.0,57804123.0,680.9637,1.3427,1.0,2.0,10.0,1.0,1.0,0.4292
NOR,57800164.0,57804124.0,450.6893,0.706,1.0,1.0,10.0,1.2048,1.0,0.0574
NOR,57800150.0,57804125.0,540.0296,-0.4139,1.0,1.0,10.0,1.0,1.0,0.2986
NOR,57800126.0,57804126.0,297.9062,-0.0795,1.0,1.0,10.0,0.5,1.0,0.1
NOR,57800132.0,57804127.0,580.1524999999999,0.1833,1.0,1.0,10.0,1.0,1.0,0.7889
NOR,57800179.0,57804128.0,573.521,1.2272,1.0,1.0,10.0,1.0,1.0,-0.2376
NOR,57800244.0,57804129.0,495.4661,-0.1015,1.0,2.0,10.0,0.9231,0.9167,1.2478
NOR,57800175.0,57804130.0,331.93859999999995,0.9126,1.0,1.0,10.0,1.0274,1.0,-1.4212
NOR,57800103.0,57804131.0,643.9251000000002,0.7445,1.0,1.0,10.0,1.0,1.0,-1.4212
NOR,57800183.0,57804132.0,393.50399999999996,0.3635,1.0,2.0,10.0,1.0,1.0,-1.4212
NOR,57800201.0,57804134.0,529.9004,1.0805,1.0,2.0,10.0,,1.0,0.1
NOR,57800023.0,57804136.0,265.4178,-1.274,1.0,2.0,10.0,1.0,1.0,0.0574
NOR,57800215.0,57804137.0,585.5278,2.1525,1.0,1.0,10.0,1.0,1.0,0.7452
NOR,57800250.0,57804138.0,410.4271,-0.5834,1.0,1.0,10.0,1.0,1.0,0.1
NOR,57800251.0,57804140.0,420.5058,-1.1052,1.0,2.0,10.0,0.9346,0.8,0.1312
NOR,57800239.0,57804141.0,528.4577,1.1715,1.0,1.0,10.0,1.0,1.0,0.4292
NOR,57800081.0,57804142.0,488.08759999999995,-0.0673,1.0,2.0,10.0,,,
NOR,57800251.0,57804143.0,511.78499999999997,0.6022,1.0,1.0,10.0,0.9346,0.8,0.1312
NOR,57800055.0,57804144.0,511.6033000000001,-0.6334,1.0,1.0,10.0,1.0,1.0,-1.4212
NOR,57800075.0,57804145.0,521.2978,0.9391,1.0,2.0,10.0,1.0,1.0,0.1312
NOR,57800034.0,57804146.0,626.1038000000002,0.3622,1.0,2.0,10.0,1.0,1.0,0.2681
NOR,57800119.0,57804147.0,559.0173000000001,0.233,1.0,1.0,10.0,0.7407,1.0,1.4783
NOR,57800140.0,57804148.0,386.87090000000006,0.1262,1.0,1.0,10.0,1.3333,1.0,-1.4212
NOR,57800020.0,57804149.0,600.4354999999999,1.3913,1.0,1.0,10.0,1.2333,0.9459,-1.4212
NOR,57800085.0,57804150.0,414.21410000000003,1.4022,1.0,1.0,10.0,0.48,1.0,0.5886
NOR,57800002.0,57804152.0,428.379,0.3126,1.0,1.0,10.0,1.0,1.0,0.6221
NOR,57800053.0,57804153.0,375.4678,-0.0774,1.0,2.0,10.0,1.0,1.0,0.1312
NOR,57800097.0,57804154.0,602.9082000000001,1.3756,1.0,1.0,10.0,1.0,1.0,-0.6344
NOR,57800018.0,57804155.0,642.065,1.3806,1.0,1.0,10.0,0.4348,1.0,0.8339
NOR,57800117.0,57804156.0,304.15,1.2518,1.0,1.0,10.0,1.0,1.0,-0.4526
NOR,57800083.0,57804157.0,284.65310000000005,-1.1796,2.0,2.0,10.0,1.0,1.0,0.8339
NOR,57800162.0,57804159.0,495.11409999999995,-1.2477,1.0,2.0,10.0,0.5634,1.0,1.7368
NOR,57800157.0,57804162.0,379.85,1.0875,1.0,2.0,10.0,1.0,1.0,0.1
NOR,57800062.0,57804163.0,606.7702999999999,0.6495,1.0,1.0,10.0,1.0,1.0,0.1
NOR,57800121.0,57804165.0,625.6665999999999,1.0613,1.0,1.0,10.0,1.0,1.0,-1.4212
NOR,57800176.0,57804166.0,496.86590000000007,0.2588,1.0,2.0,10.0,1.0,1.0,0.4292
NOR,57800031.0,57804167.0,590.5502,1.0491,1.0,1.0,10.0,0.7563,1.0,0.1
NOR,57800095.0,57804168.0,533.1346999999998,1.1689,1.0,1.0,10.0,0.6,1.0,0.1
NOR,57800133.0,57804170.0,547.3373,0.5865,1.0,2.0,10.0,1.2,1.0,-0.0672
NOR,57800094.0,57804171.0,447.5629,0.829,1.0,2.0,10.0,1.0,1.0,1.2478
NOR,57800112.0,57804172.0,348.86030000000005,1.576,1.0,1.0,10.0,1.0,1.0,-0.6884
NOR,57800160.0,57804173.0,522.5027,-0.6381,1.0,2.0,10.0,1.0,1.0,-1.4212
NOR,57800172.0,57804174.0,419.5995,-1.9339,1.0,1.0,10.0,1.0417,1.0,0.7566
NOR,57800136.0,57804175.0,404.62019999999995,1.6569,1.0,2.0,10.0,0.4902,1.0,0.4997
NOR,57800099.0,57804176.0,396.15840000000003,0.4405,1.0,1.0,10.0,1.0,1.0,0.7452
NOR,57800077.0,57804177.0,301.2966,-0.5632,1.0,2.0,10.0,0.431,1.0,0.0574
NOR,57800156.0,57804178.0,339.2375,1.1139,,1.0,10.0,0.4,1.0,-1.4212
NOR,57800162.0,57804179.0,252.45189999999997,0.9661,1.0,2.0,10.0,0.5634,1.0,1.7368
NOR,57800143.0,57804180.0,546.7197,1.5022,1.0,2.0,10.0,1.0,1.0,-1.4212
NOR,57800073.0,57804181.0,594.2598,-0.4704,1.0,1.0,10.0,1.0313,1.0,0.7566
NOR,57800027.0,57804182.0,564.0413999999998,1.1893,1.0,2.0,10.0,0.3049,1.0,0.6221
NOR,57800005.0,57804183.0,593.724,0.8748,1.0,2.0,10.0,0.3205,1.0,2.1861
NOR,57800157.0,57804185.0,596.0335000000001,0.3972,1.0,1.0,10.0,1.0,1.0,0.1
NOR,57800164.0,57804186.0,510.49300000000005,0.5524,1.0,1.0,10.0,1.2048,1.0,0.0574
NOR,57800207.0,57804187.0,326.6311,-1.7181,1.0,2.0,10.0,1.0,1.0,0.8339
NOR,57800024.0,57804188.0,441.4007,0.9524,1.0,1.0,10.0,1.0101,1.0,-1.4212
NOR,57800164.0,57804189.0,460.5580000000001,-0.454,1.0,2.0,10.0,1.2048,1.0,0.0574
NOR,57800061.0,57804191.0,504.8857999999999,1.4097,1.0,2.0,10.0,0.5042,1.0,-0.6884
NOR,57800001.0,57804192.0,349.0187,-0.1183,1.0,1.0,10.0,1.0,1.0,-0.0672
NOR,57800030.0,57804193.0,637.5600999999999,1.6517,1.0,2.0,10.0,1.4935,1.0,0.4292
NOR,57800067.0,57804194.0,537.4282000000001,-0.6014,1.0,1.0,10.0,1.0,1.0,-0.6483
NOR,57800131.0,57804195.0,225.81569999999996,-0.6079,,2.0,10.0,0.6111,0.9091,0.8006
NOR,57800090.0,57804197.0,523.4944,0.3327,1.0,1.0,10.0,1.0,1.0,0.4997
NOR,57800231.0,57804198.0,468.4363,0.3765,1.0,1.0,10.0,0.3704,1.0,0.8339
NOR,57800075.0,57804199.0,580.5763,1.5366,1.0,2.0,10.0,1.0,1.0,0.1312
NOR,57800175.0,57804200.0,651.8982,0.4313,1.0,2.0,10.0,1.0274,1.0,-1.4212
NOR,57800075.0,57804201.0,641.806,1.9489,1.0,2.0,10.0,1.0,1.0,0.1312
NOR,57800078.0,57804203.0,675.9285,-0.051,1.0,2.0,10.0,1.56,1.0,-0.0672
NOR,57800044.0,57804204.0,405.54630000000003,0.4483,1.0,1.0,10.0,0.3333,1.0,1.0283
NOR,57800119.0,57804205.0,557.1569,0.5957,1.0,1.0,10.0,0.7407,1.0,1.4783
NOR,57800243.0,57804207.0,503.5069,2.3115,1.0,2.0,10.0,1.0,1.0,0.4292
NOR,57800186.0,57804208.0,448.52790000000005,-0.2425,1.0,1.0,10.0,1.2081,1.0,-1.4212
NOR,57800200.0,57804209.0,630.3462999999999,1.0981,1.0,1.0,10.0,1.2963,1.0,-0.2376
NOR,57800058.0,57804210.0,500.28720000000004,1.4809,1.0,1.0,10.0,1.0,1.0,-0.949
NOR,57800174.0,57804211.0,420.352,-1.2882,1.0,2.0,10.0,1.0,1.0,-1.4212
NOR,57800095.0,57804212.0,522.7061000000001,1.2991,1.0,1.0,10.0,0.6,1.0,0.1
NOR,57800004.0,57804213.0,642.1438,-0.0394,1.0,2.0,10.0,1.0667,1.0,0.1
NOR,57800150.0,57804214.0,596.9497,0.3055,1.0,1.0,10.0,1.0,1.0,0.2986
NOR,57800248.0,57804215.0,565.8157000000001,1.639,1.0,1.0,10.0,1.2195,1.0,-0.2376
NOR,57800184.0,57804216.0,447.7527999999999,0.7774,1.0,2.0,10.0,1.0,1.0,1.0245
NOR,57800028.0,57804217.0,522.9766,1.2003,1.0,2.0,10.0,0.8021,1.0,-1.4212
NOR,57800120.0,57804218.0,341.69599999999997,1.03,1.0,2.0,10.0,1.1111,1.0,-1.4212
NOR,57800124.0,57804219.0,424.75019999999995,0.871,1.0,2.0,10.0,,,-0.2692
NOR,57800212.0,57804220.0,553.4838,0.8592,1.0,1.0,10.0,1.0,1.0,-1.4212
NOR,57800030.0,57804221.0,369.8929,-1.072,1.0,1.0,10.0,1.4935,1.0,0.4292
NOR,57800233.0,57804222.0,566.9728000000001,1.2178,1.0,1.0,10.0,1.0,1.0,-1.4212
NOR,57800198.0,57804223.0,393.8133,1.0142,1.0,2.0,10.0,0.5747,1.0,0.1423
NOR,57800169.0,57804224.0,520.8782,0.4661,1.0,2.0,10.0,1.1194,1.0,-0.4526
NOR,57800244.0,57804226.0,496.6562,0.9972,1.0,2.0,10.0,0.9231,0.9167,1.2478
NOR,57800067.0,57804228.0,587.1556999999999,0.6002,1.0,2.0,10.0,1.0,1.0,-0.6483
NOR,57800116.0,57804229.0,342.8614,0.8165,2.0,1.0,10.0,1.0,1.0,-0.2376
NOR,57800038.0,57804230.0,462.43860000000006,0.8758,1.0,2.0,10.0,0.3636,1.0,0.8339
NOR,57800186.0,57804231.0,466.2710000000001,1.0702,1.0,2.0,10.0,1.2081,1.0,-1.4212
NOR,57800060.0,57804234.0,480.0276,-0.5483,1.0,1.0,10.0,1.0,1.0,0.1
NOR,57800224.0,57804235.0,581.4022,-0.2482,1.0,1.0,10.0,1.0,1.0,0.1
NOR,57800244.0,57804236.0,337.4759,-0.1131,1.0,2.0,10.0,0.9231,0.9167,1.2478
NOR,57800010.0,57804237.0,551.9906000000001,0.8925,1.0,2.0,10.0,0.2273,1.0,2.1861
NOR,57800058.0,57804238.0,629.8955,0.9614,1.0,2.0,10.0,1.0,1.0,-0.949
NOR,57800194.0,57804239.0,521.7488999999999,0.6161,1.0,2.0,10.0,1.0,1.0,0.8339
NOR,57800051.0,57804240.0,597.8046999999999,0.5568,2.0,1.0,10.0,1.0,1.0,0.0574
NOR,57800093.0,57804241.0,418.3245,1.308,1.0,1.0,10.0,1.0,1.0,0.6221
NOR,57800001.0,57804244.0,613.8861,0.9576,1.0,1.0,10.0,1.0,1.0,-0.0672
NOR,57800243.0,57804245.0,420.37909999999994,0.7974,1.0,2.0,10.0,1.0,1.0,0.4292
NOR,57800001.0,57804246.0,460.37879999999996,0.7211,1.0,2.0,10.0,1.0,1.0,-0.0672
NOR,57800096.0,57804248.0,556.1958000000001,-0.3254,1.0,1.0,10.0,0.431,1.0,0.2986
NOR,57800193.0,57804250.0,598.7586,1.0305,1.0,1.0,10.0,1.497,1.0,-0.4873
NOR,57800103.0,57804251.0,589.217,0.6727,1.0,2.0,10.0,1.0,1.0,-1.4212
NOR,57800240.0,57804252.0,516.5811999999999,-0.3976,1.0,1.0,10.0,1.0784,1.0,1.2478
NOR,57800242.0,57804254.0,399.59490000000005,-0.0788,1.0,2.0,10.0,1.0,1.0,0.1
NOR,57800032.0,57804255.0,554.8444999999999,1.1217,,1.0,10.0,1.0,1.0,-0.6483
NOR,57800063.0,57804256.0,607.4916999999998,1.5571,1.0,2.0,10.0,1.5625,1.0,-1.4212
NOR,57800002.0,57804257.0,523.6881999999999,1.4045,1.0,1.0,10.0,1.0,1.0,0.6221
NOR,57800239.0,57804258.0,362.9947,-0.0294,1.0,2.0,10.0,1.0,1.0,0.4292
NOR,57800062.0,57804259.0,409.4519,0.4708,1.0,2.0,10.0,1.0,1.0,0.1
NOR,57800104.0,57804260.0,486.91810000000004,0.7745,1.0,2.0,10.0,,,
NOR,57800237.0,57804261.0,513.4631999999999,-0.8039,1.0,2.0,10.0,0.6667,1.0,0.1
NOR,57800134.0,57804262.0,526.9462000000001,-0.15,1.0,1.0,10.0,1.0,1.0,-0.0703
NOR,57800020.0,57804263.0,371.9737,0.8498,1.0,2.0,10.0,1.2333,0.9459,-1.4212
NOR,57800157.0,57804264.0,512.0265999999999,-0.2972,1.0,1.0,10.0,1.0,1.0,0.1
NOR,57800186.0,57804265.0,609.0831000000001,0.243,1.0,2.0,10.0,1.2081,1.0,-1.4212
NOR,57800154.0,57804266.0,446.1914,-0.0158,1.0,1.0,10.0,1.0959,1.0,-0.6483
NOR,57800212.0,57804267.0,558.8756,1.382,1.0,2.0,10.0,1.0,1.0,-1.4212
NOR,57800054.0,57804268.0,544.9121,0.7088,1.0,2.0,10.0,1.0,1.0,-0.6884
NOR,57800086.0,57804269.0,516.3442,0.4697,1.0,2.0,10.0,0.3896,1.0,0.6635
NOR,57800111.0,57804270.0,416.4232,0.1857,1.0,1.0,10.0,1.0,1.0,0.1
NOR,57800116.0,57804271.0,568.4375,1.2646,1.0,1.0,10.0,1.0,1.0,-0.2376
NOR,57800113.0,57804272.0,656.4152,0.948,1.0,2.0,10.0,1.3158,1.0,0.4292
NOR,57800120.0,57804273.0,439.27919999999995,2.0681,1.0,1.0,10.0,1.1111,1.0,-1.4212
NOR,57800230.0,57804276.0,484.558,0.5734,1.0,1.0,10.0,0.9524,1.0,1.4743
NOR,57800158.0,57804277.0,641.165,0.4148,2.0,1.0,10.0,1.0,1.0,0.4997
NOR,57800123.0,57804278.0,604.8742000000001,0.8737,1.0,1.0,10.0,1.0,1.0,-0.2805
NOR,57800062.0,57804279.0,626.3669000000001,1.1519,1.0,2.0,10.0,1.0,1.0,0.1
NOR,57800060.0,57804280.0,529.5249,0.457,1.0,2.0,10.0,1.0,1.0,0.1
NOR,57800177.0,57804281.0,469.0079999999999,0.4358,1.0,1.0,10.0,1.0,1.0,-0.2376
NOR,57800163.0,57804282.0,592.1437,1.2556,1.0,1.0,10.0,1.0,1.0,-0.4907
NOR,57800223.0,57804285.0,699.005,1.0117,1.0,2.0,10.0,0.4478,1.0,0.8339
NOR,57800148.0,57804286.0,463.94759999999997,-0.6758,1.0,2.0,10.0,1.0,1.0,0.4997
NOR,57800027.0,57804287.0,641.9146,0.8201,1.0,1.0,10.0,0.3049,1.0,0.6221
NOR,57800016.0,57804288.0,441.0956,-0.4293,1.0,1.0,10.0,0.5072,1.0,-1.4212
NOR,57800125.0,57804289.0,326.3929,0.7741,1.0,2.0,10.0,0.2727,1.0,0.265
NOR,57800154.0,57804290.0,316.24379999999996,-0.0019,1.0,2.0,10.0,1.0959,1.0,-0.6483
NOR,57800203.0,57804292.0,387.6072,0.3654,1.0,2.0,10.0,1.3333,1.0,-1.4212
NOR,57800153.0,57804293.0,579.3725,0.2586,1.0,2.0,10.0,0.5556,1.0,0.8339
NOR,57800211.0,57804296.0,660.0417,0.0013,1.0,1.0,10.0,1.0,1.0,-0.6483
NOR,57800232.0,57804297.0,614.1632000000001,0.2529,1.0,1.0,10.0,1.1842,1.0,-0.6884
NOR,57800012.0,57804298.0,404.15930000000003,1.6427,1.0,2.0,10.0,0.5435,1.0,0.1
NOR,57800124.0,57804299.0,530.7324000000001,-0.9823,1.0,1.0,10.0,,,-0.2692
NOR,57800062.0,57804300.0,527.7616,0.9331,1.0,1.0,10.0,1.0,1.0,0.1
NOR,57800178.0,57804301.0,472.27290000000005,0.6008,1.0,2.0,10.0,1.0,1.0,-0.4526
NOR,57800116.0,57804302.0,509.89300000000003,0.9896,1.0,2.0,10.0,1.0,1.0,-0.2376
NOR,57800183.0,57804303.0,418.6133000000001,-0.3917,1.0,2.0,10.0,1.0,1.0,-1.4212
NOR,57800239.0,57804304.0,649.9341,1.2604,1.0,1.0,10.0,1.0,1.0,0.4292
NOR,57800052.0,57804305.0,490.8107999999999,0.2052,1.0,2.0,10.0,1.0,1.0,-1.4212
NOR,57800165.0,57804307.0,370.7901,-0.2858,1.0,2.0,10.0,1.0056,1.0,-1.4212
NOR,57800031.0,57804308.0,470.5339000000001,1.7702,1.0,2.0,10.0,0.7563,1.0,0.1
NOR,57800028.0,57804309.0,529.9395999999999,0.7992,1.0,2.0,10.0,0.8021,1.0,-1.4212
NOR,57800035.0,57804311.0,516.6022,0.2388,1.0,1.0,10.0,1.0,1.0,0.7889
NOR,57800097.0,57804313.0,465.6026,0.9296,1.0,1.0,10.0,1.0,1.0,-0.6344
NOR,57800003.0,57804314.0,557.3077000000001,-0.0825,1.0,1.0,10.0,0.3421,1.0,-0.0987
NOR,57800165.0,57804315.0,685.4712999999999,1.1987,1.0,1.0,10.0,1.0056,1.0,-1.4212
NOR,57800079.0,57804316.0,556.1121999999999,-0.2429,1.0,1.0,10.0,1.4286,1.0,-0.0672
NOR,57800146.0,57804318.0,469.5900999999999,-0.6331,2.0,1.0,10.0,,1.0,0.4698
NOR,57800071.0,57804320.0,485.8367999999999,1.0363,1.0,2.0,10.0,0.3846,1.0,1.7368
NOR,57800243.0,57804321.0,647.3165999999999,1.2841,1.0,2.0,10.0,1.0,1.0,0.4292
NOR,57800195.0,57804322.0,534.0600999999999,1.3229,1.0,1.0,10.0,1.0,1.0,-0.2805
NOR,57800068.0,57804323.0,511.00460000000004,-0.3366,1.0,2.0,10.0,1.0,1.0,0.1
NOR,57800136.0,57804325.0,555.7654,1.0215,1.0,1.0,10.0,0.4902,1.0,0.4997
NOR,57800003.0,57804326.0,580.1019,0.5985,1.0,1.0,10.0,0.3421,1.0,-0.0987
NOR,57800243.0,57804328.0,343.08979999999997,0.9967,1.0,2.0,10.0,1.0,1.0,0.4292
NOR,57800064.0,57804329.0,507.21729999999997,0.986,1.0,1.0,10.0,1.0,1.0,-0.2376
NOR,57800074.0,57804330.0,508.6922999999999,0.7691,1.0,2.0,10.0,1.0,1.0,0.1
NOR,57800072.0,57804331.0,495.6304999999999,0.2294,1.0,1.0,10.0,1.0,1.0,-0.2376
NOR,57800210.0,57804332.0,462.21930000000003,-0.5108,1.0,2.0,10.0,1.0,1.0,-1.4212
NOR,57800235.0,57804333.0,314.4447,0.052,1.0,1.0,10.0,1.0,1.0,0.1
NOR,57800159.0,57804334.0,566.5027,0.0224,1.0,1.0,10.0,0.9091,1.0,0.4591
NOR,57800091.0,57804335.0,415.0173,0.3942,2.0,2.0,10.0,1.0,1.0,-0.6884
NOR,57800024.0,57804336.0,509.18499999999995,0.1659,1.0,1.0,10.0,1.0101,1.0,-1.4212
NOR,57800225.0,57804337.0,661.7819000000001,1.356,1.0,1.0,10.0,1.0,1.0,0.1
NOR,57800025.0,57804338.0,549.9402000000001,0.1415,1.0,1.0,10.0,1.5556,1.0,0.4292
NOR,57800042.0,57804339.0,528.6714,0.8406,1.0,1.0,10.0,0.6034,1.0,0.4292
NOR,57800136.0,57804341.0,626.0285000000001,1.0055,1.0,2.0,10.0,0.4902,1.0,0.4997
NOR,57800247.0,57804342.0,538.2746999999999,0.9781,1.0,1.0,10.0,0.5405,1.0,0.1
NOR,57800063.0,57804343.0,418.79269999999997,0.4243,1.0,1.0,10.0,1.5625,1.0,-1.4212
NOR,57800200.0,57804346.0,475.0472,-0.6708,1.0,1.0,10.0,1.2963,1.0,-0.2376
NOR,57800230.0,57804347.0,454.03009999999995,-0.0102,1.0,1.0,10.0,0.9524,1.0,1.4743
NOR,57800038.0,57804348.0,355.64770000000004,0.0973,1.0,2.0,10.0,0.3636,1.0,0.8339
NOR,57800042.0,57804349.0,525.5285,-0.0311,1.0,2.0,10.0,0.6034,1.0,0.4292
NOR,57800003.0,57804350.0,235.1705,-0.6124,1.0,2.0,10.0,0.3421,1.0,-0.0987
NOR,57800210.0,57804351.0,453.78459999999995,-0.2699,2.0,2.0,10.0,1.0,1.0,-1.4212
NOR,57800196.0,57804352.0,552.7065,1.2015,1.0,1.0,10.0,1.2295,0.8133,0.2681
NOR,57800074.0,57804353.0,389.5395,1.3772,1.0,2.0,10.0,1.0,1.0,0.1
NOR,57800205.0,57804354.0,602.3036000000002,0.4016,1.0,1.0,10.0,1.0,1.0,0.7889
NOR,57800173.0,57804355.0,631.7179,1.2682,1.0,2.0,10.0,1.0,1.0,-1.4212
NOR,57800093.0,57804356.0,550.5044,1.1481,1.0,2.0,10.0,1.0,1.0,0.6221
NOR,57800062.0,57804357.0,521.2063,1.1649,1.0,2.0,10.0,1.0,1.0,0.1
NOR,57800235.0,57804358.0,483.2822,0.8997,1.0,2.0,10.0,1.0,1.0,0.1
NOR,57800200.0,57804359.0,281.8277,0.5949,1.0,2.0,10.0,1.2963,1.0,-0.2376
